sample_id,K,Keff,B,M,f_ibd,l_ibd,n50_ibd,samps,props
SMI033-K01-B01-M00,1,1.0000000000000002,1,0,0.0,0.0,0.0,QG0228-C,1.0
SMI034-K01-B01-M00,1,1.0,1,0,0.0,0.0,0.0,QG0243-C,1.0
SMI035-K01-B01-M00,1,1.0,1,0,0.0,0.0,0.0,QG0196-C,1.0
SMI036-K01-B01-M00,1,1.0,1,0,0.0,0.0,0.0,QG0253-C,1.0
SMI037-K01-B01-M00,1,1.0,1,0,0.0,0.0,0.0,QG0204-C,1.0
SMI038-K01-B01-M00,1,1.0,1,0,0.0,0.0,0.0,QG0256-C,1.0
SMI039-K01-B01-M00,1,1.0,1,0,0.0,0.0,0.0,QG0196-C,1.0
SMI000-K02-B01-M02,2,1.1534420950451785,1,2,0.5647468630046026,425.74039285714287,743.073,QG0195-C;QG0300-C,0.0716483535473729;0.9283516464526272
SMI001-K02-B01-M03,2,1.7212025495740633,1,3,0.710013352222768,576.4242307692307,1775.116,QG0241-C;QG0235-C,0.2987673655119657;0.7012326344880343
SMI002-K02-B01-M02,2,1.6291232308170092,1,2,0.6452630308294979,389.1506857142857,641.429,QG0254-C;QG0250-C,0.2614343830593478;0.7385656169406523
SMI003-K02-B02-M00,2,1.411826541430541,2,0,0.0,0.0,0.0,QG0229-C;QG0264-C,0.1772754196185982;0.8227245803814017
SMI004-K02-B02-M00,2,1.834549196795832,2,0,0.0,0.0,0.0,QG0294-C;QG0214-C,0.3498450122329832;0.6501549877670167
SMI005-K02-B01-M03,2,1.6692568984076643,1,3,0.6755784131358887,460.00561290322577,863.915,QG0212-C;QG0257-C,0.2774365668698411;0.722563433130159
SMI006-K02-B01-M02,2,1.4271905535911682,1,2,0.4626318261959772,315.00893548387097,581.305,QG0214-C;QG0259-C,0.1832372469726522;0.8167627530273479
SMI007-K02-B02-M00,2,1.4092259547551125,2,0,0.0,0.0,0.0,QG0190-C;QG0290-C,0.1762644511341763;0.8237355488658237
SMI008-K02-B02-M00,2,1.8222345432260263,2,0,0.0,0.0,0.0,QG0252-C;QG0248-C,0.3438321780324638;0.6561678219675363
SMI009-K02-B01-M02,2,1.914638626887331,1,2,0.5815885525629597,472.16257692307687,792.479,QG0273-C;QG0250-C,0.3944259231973697;0.6055740768026302
SMI010-K02-B01-M01,2,1.4014556928437467,1,1,0.461404477220494,347.8346428571428,635.112,QG0235-C;QG0215-C,0.1732403136105982;0.8267596863894019
SMI011-K02-B01-M03,2,1.9904027168750256,1,3,0.7024880879829237,549.1920740740741,931.906,QG0185-C;QG0184-C,0.4652804825988982;0.5347195174011017
SMI012-K02-B02-M00,2,1.8318419247790123,2,0,0.0,0.0,0.0,QG0289-C;QG0293-C,0.3485096841778705;0.6514903158221294
SMI013-K02-B01-M03,2,1.4343898080154094,1,3,0.837043805372119,654.3852222222223,1892.367,QG0294-C;QG0284-C,0.1860250338521151;0.8139749661478849
SMI014-K02-B01-M03,2,1.81307894710856,1,3,0.8192013623587843,640.4363333333334,1100.678,QG0206-C;QG0251-C,0.3394572284713611;0.6605427715286388
SMI015-K02-B02-M00,2,1.9504753875135643,2,0,0.0,0.0,0.0,QG0296-C;QG0235-C,0.42032715781391;0.5796728421860899
SMI016-K02-B01-M02,2,1.8092532450217385,1,2,0.8053631649202279,679.9873200000001,931.906,QG0294-C;QG0240-C,0.3376512670930102;0.6623487329069899
SMI017-K02-B01-M02,2,1.6256587153519246,1,2,0.813261129757985,635.7923703703705,1038.328,QG0198-C;QG0300-C,0.2600674447591409;0.7399325552408591
SMI018-K02-B02-M00,2,1.9927568069015111,2,0,0.0,0.0,0.0,QG0260-C;QG0200-C,0.4698555138367532;0.5301444861632468
SMI019-K02-B01-M03,2,1.9974568084113529,1,3,0.904897059403179,909.5549523809524,1216.636,QG0211-C;QG0260-C,0.4821589321443467;0.5178410678556532
SMI020-K02-B02-M00,2,1.1657427577732726,2,0,0.0,0.0,0.0,QG0185-C;QG0193-C,0.0770211675951623;0.9229788324048376
SMI021-K02-B01-M01,2,1.3953313977535309,1,1,0.2998666009478069,421.9742,640.538,QG0213-C;QG0284-C,0.1708529022785767;0.8291470977214233
SMI022-K02-B02-M00,2,1.8574457321961657,2,0,0.0,0.0,0.0,QG0197-C;QG0263-C,0.3614833278321181;0.638516672167882
SMI023-K02-B01-M03,2,1.1276750107329654,1,3,0.6275490693239221,413.9489375,918.586,QG0210-C;QG0211-C,0.0602385226600306;0.9397614773399696
SMI024-K02-B02-M00,2,1.9671775694738305,2,0,0.0,0.0,0.0,QG0288-C;QG0202-C,0.4354147133688451;0.5645852866311548
SMI025-K02-B02-M00,2,1.4390608071261335,2,0,0.0,0.0,0.0,QG0195-C;QG0258-C,0.1878320414365824;0.8121679585634174
SMI026-K02-B02-M00,2,1.9759553492130075,2,0,0.0,0.0,0.0,QG0286-C;QG0182-C,0.4448442647840591;0.5551557352159407
SMI027-K02-B01-M02,2,1.999733995384231,1,2,0.4762738903594147,314.16359375,537.07,QG0237-C;QG0288-C,0.4942332851671978;0.5057667148328021
SMI028-K02-B01-M03,2,1.202630503213456,1,3,0.9162328520772316,920.9490952380952,1219.697,QG0228-C;QG0286-C,0.0928694370355473;0.9071305629644528
SMI029-K02-B01-M03,2,1.9879645088058209,1,3,0.7332844231900405,672.9668695652174,1303.332,QG0266-C;QG0188-C,0.4610957004281685;0.5389042995718314
SMI030-K02-B01-M01,2,1.273323053730643,1,1,0.40292994687915,531.5677499999999,666.561,QG0239-C;QG0219-C,0.1222787706330306;0.8777212293669694
SMI031-K02-B01-M02,2,1.5816130837842222,1,2,0.6452815545277036,523.8717307692308,876.52,QG0185-C;QG0208-C,0.2428367372305159;0.757163262769484
SMI032-K02-B02-M00,2,1.2907903857603935,2,0,0.0,0.0,0.0,QG0290-C;QG0261-C,0.1293794889761885;0.8706205110238114
SMI033-K02-B02-M00,2,1.3496105779041794,2,0,0.0,0.0,0.0,QG0232-C;QG0250-C,0.1529016875072401;0.8470983124927599
SMI034-K02-B01-M03,2,1.4772155853944202,1,3,0.944992575360658,867.2606086956523,1499.385,QG0281-C;QG0290-C,0.202553146121313;0.7974468538786871
SMI035-K02-B02-M00,2,1.5185375718329843,2,0,0.0,0.0,0.0,QG0263-C;QG0182-C,0.2184610838530749;0.781538916146925
SMI036-K02-B01-M01,2,1.6506602303570888,1,1,0.3246086714784696,311.4486818181818,484.395,QG0235-C;QG0203-C,0.2699802245409864;0.7300197754590135
SMI037-K02-B01-M01,2,1.3376405878601414,1,1,0.4524042812767196,381.97572,640.002,QG0254-C;QG0262-C,0.1481584369795706;0.8518415630204293
SMI038-K02-B01-M01,2,1.141353040543817,1,1,0.2914151991728671,410.0813333333333,752.782,QG0269-C;QG0276-C,0.0663220688626816;0.9336779311373182
SMI039-K02-B02-M00,2,1.9848436288602949,2,0,0.0,0.0,0.0,QG0257-C;QG0213-C,0.4563077438311974;0.5436922561688027
SMI000-K03-B03-M00,3,1.990492883520912,3,0,0.0,0.0,0.0,QG0208-C;QG0259-C;QG0254-C,0.0545135894892303;0.3108109299495669;0.6346754805612026
SMI001-K03-B01-M02,3,2.785694031002921,1,2,0.5651071197200038,426.0119761904762,667.657,QG0291-C;QG0217-C;QG0202-C,0.2381706499137984;0.3032624656052241;0.4585668844809775
SMI002-K03-B03-M00,3,1.5134815419546654,3,0,0.0,0.0,0.0,QG0246-C;QG0206-C;QG0186-C,0.0186107147468958;0.1916800780373927;0.7897092072157115
SMI003-K03-B02-M03,3,1.2366303141361032,2,3,0.2926076642188223,686.2656296296295,1097.57,QG0187-C;QG0270-C;QG0264-C,0.0066107727638712;0.0997095213767918;0.893679705859337
SMI004-K03-B03-M00,3,2.0353430573670885,3,0,0.0,0.0,0.0,QG0265-C;QG0205-C;QG0267-C,0.0109877264311083;0.4619155168960506;0.527096756672841
SMI005-K03-B01-M03,3,1.5082908533454382,1,3,0.7754919249940877,533.7768913043478,1075.761,QG0202-C;QG0279-C;QG0252-C,0.0814892289335519;0.1168151825942934;0.8016955884721546
SMI006-K03-B01-M01,3,2.158667454824585,1,1,0.3333333333333334,319.81963636363645,549.095,QG0238-C;QG0220-C;QG0186-C,0.0908002779810106;0.310235751538959;0.5989639704800302
SMI007-K03-B03-M00,3,1.826377724384732,3,0,0.0,0.0,0.0,QG0288-C;QG0248-C;QG0200-C,0.0263361282142426;0.2960079268563754;0.6776559449293819
SMI008-K03-B01-M02,3,2.5166848416117555,1,2,0.4968008167734946,455.93562318840577,760.569,QG0216-C;QG0234-C;QG0211-C,0.155514442102991;0.3311783694764744;0.5133071884205345
SMI009-K03-B01-M03,3,2.537402299194932,1,3,0.6666775313762707,422.1688,818.136,QG0258-C;QG0186-C;QG0269-C,0.1699110564528747;0.31328433753636;0.5168046060107654
SMI010-K03-B02-M03,3,2.175105877645517,2,3,0.2817750118248467,743.46675,1288.808,QG0189-C;QG0194-C;QG0225-C,0.116103934787108;0.2751675121811791;0.6087285530317129
SMI011-K03-B03-M00,3,2.1132868287205837,3,0,0.0,0.0,0.0,QG0282-C;QG0277-C;QG0275-C,0.0923389970816141;0.2914331581439957;0.6162278447743902
SMI012-K03-B02-M01,3,1.97123235653601,2,1,0.143563335445635,336.7054074074075,605.328,QG0218-C;QG0196-C;QG0277-C,0.0527574892160134;0.3064696357112498;0.6407728750727367
SMI013-K03-B03-M00,3,2.1516693544954,3,0,0.0,0.0,0.0,QG0282-C;QG0267-C;QG0281-C,0.0784035217332802;0.3305325952818556;0.5910638829848641
SMI014-K03-B02-M02,3,2.893505628771772,2,2,0.1587671542394602,372.3635925925926,669.29,QG0240-C;QG0296-C;QG0298-C,0.2457859261897681;0.3574680009017227;0.3967460729085091
SMI015-K03-B02-M02,3,1.4558911397409582,2,2,0.2666113356063316,602.9633214285714,1219.697,QG0299-C;QG0278-C;QG0200-C,0.0868574851148643;0.0943519230497537;0.8187905918353818
SMI016-K03-B02-M01,3,2.202794455163523,2,1,0.1325726236353419,493.82747058823526,957.868,QG0268-C;QG0276-C;QG0215-C,0.1279283362429654;0.2667008566915367;0.6053708070654978
SMI017-K03-B02-M03,3,1.862918706527576,2,3,0.263776278068851,618.6461111111113,914.947,QG0254-C;QG0253-C;QG0269-C,0.074597263589033;0.2357187564900598;0.689683979920907
SMI018-K03-B03-M00,3,2.1220923513811263,3,0,0.0,0.0,0.0,QG0185-C;QG0190-C;QG0188-C,0.0308724227961083;0.4661818821269654;0.5029456950769263
SMI019-K03-B03-M00,3,2.758424069170675,3,0,0.0,0.0,0.0,QG0201-C;QG0287-C;QG0289-C,0.1944451799662098;0.3914278075946467;0.4141270124391433
SMI020-K03-B03-M00,3,2.9237913674520786,3,0,0.0,0.0,0.0,QG0245-C;QG0281-C;QG0271-C,0.2945276392067379;0.2960373634259855;0.4094349973672765
SMI021-K03-B02-M01,3,1.3732007203192813,2,1,0.089371032485987,377.29046666666665,635.112,QG0195-C;QG0196-C;QG0246-C,0.0172245553276222;0.1413840175437175;0.8413914271286601
SMI022-K03-B03-M00,3,2.228678816117833,3,0,0.0,0.0,0.0,QG0275-C;QG0230-C;QG0257-C,0.1277283901856788;0.2749636838526846;0.5973079259616366
SMI023-K03-B01-M02,3,2.146959974324405,1,2,0.7099710619723038,478.2809787234043,882.924,QG0198-C;QG0183-C;QG0273-C,0.1100853734566594;0.2751308460831972;0.6147837804601433
SMI024-K03-B02-M02,3,2.1455470098099214,2,2,0.2273735947887799,479.9423666666666,1056.303,QG0226-C;QG0257-C;QG0274-C,0.1267785846498862;0.2512044265141229;0.6220169888359909
SMI025-K03-B03-M00,3,2.4699144700576925,3,0,0.0,0.0,0.0,QG0296-C;QG0226-C;QG0211-C,0.1312832294697822;0.3625857606998379;0.5061310098303798
SMI026-K03-B01-M01,3,2.280383825749168,1,1,0.3333333333333332,340.4531612903225,615.309,QG0276-C;QG0218-C;QG0210-C,0.1094221603558431;0.322845024744467;0.5677328148996897
SMI027-K03-B03-M00,3,2.212136827312586,3,0,0.0,0.0,0.0,QG0264-C;QG0293-C;QG0266-C,0.1178512900606321;0.2844386251206485;0.5977100848187195
SMI028-K03-B01-M01,3,1.6441023391251388,1,1,0.5154705253061826,680.0375833333333,1288.3,QG0213-C;QG0248-C;QG0229-C,0.0037814690333806;0.2614717122492778;0.7347468187173416
SMI029-K03-B01-M01,3,2.7589402619319623,1,1,0.3333333333333333,398.2659622641509,552.04,QG0211-C;QG0191-C;QG0253-C,0.2557708133470163;0.2718630073628937;0.4723661792900901
SMI030-K03-B03-M00,3,1.363691209220931,3,0,0.0,0.0,0.0,QG0197-C;QG0233-C;QG0286-C,0.0152716554993635;0.1400676635464965;0.8446606809541399
SMI031-K03-B01-M02,3,2.83223504954228,1,2,0.7920912430945928,928.8632222222222,1347.654,QG0246-C;QG0241-C;QG0278-C,0.260249503824569;0.2932826981114557;0.4464677980639753
SMI032-K03-B02-M03,3,2.0936941538895715,2,3,0.2447764118563796,534.4928275862069,930.123,QG0298-C;QG0284-C;QG0277-C,0.0365484758516268;0.4037210535869734;0.5597304705613997
SMI033-K03-B02-M02,3,2.8905130103288514,2,2,0.2993531644603726,824.1880869565216,1219.697,QG0186-C;QG0191-C;QG0225-C,0.2416996687918841;0.3752180425944842;0.3830822886136316
SMI034-K03-B01-M03,3,2.8318443287719077,1,3,0.7273679571415,523.4097499999999,1281.202,QG0257-C;QG0226-C;QG0187-C,0.2670710974860212;0.2852013096962344;0.4477275928177443
SMI035-K03-B01-M01,3,1.4558171909707842,1,1,0.3333333333333333,363.93268965517245,696.592,QG0228-C;QG0260-C;QG0185-C,0.0450856981520152;0.1391259161818523;0.8157883856661324
SMI036-K03-B01-M03,3,1.94513580346952,1,3,0.767017388336052,578.2241666666666,807.71,QG0243-C;QG0188-C;QG0264-C,0.0192874877599972;0.362230538843809;0.6184819733961936
SMI037-K03-B03-M00,3,2.7799719737791126,3,0,0.0,0.0,0.0,QG0228-C;QG0188-C;QG0212-C,0.2007136891547631;0.3991101077447304;0.4001762031005065
SMI038-K03-B02-M01,3,2.61816661110259,2,1,0.1689591519765686,563.1167368421053,1499.385,QG0207-C;QG0198-C;QG0232-C,0.1535227124240164;0.4156379705044732;0.4308393170715103
SMI039-K03-B01-M01,3,2.673958145012217,1,1,0.3333333333333333,357.7643389830509,676.624,QG0274-C;QG0216-C;QG0207-C,0.1699336196479356;0.3977864674709138;0.4322799128811506
SMI000-K04-B01-M02,4,3.0652482955147007,1,2,0.4013855473590165,379.3649850746269,708.267,QG0188-C;QG0290-C;QG0205-C;QG0249-C,0.0144740243616568;0.294821719793904;0.3284359051722066;0.3622683506722326
SMI001-K04-B01-M03,4,2.804451154769052,1,3,0.6110495944304972,455.2268294117647,944.622,QG0292-C;QG0258-C;QG0267-C;QG0211-C,0.0572380247901575;0.1409219081919332;0.323566666744341;0.4782734002735683
SMI002-K04-B04-M00,4,3.787288240470109,4,0,0.0,0.0,0.0,QG0236-C;QG0254-C;QG0221-C;QG0256-C,0.1622398169209244;0.2453897604570169;0.2641546502822865;0.328215772339772
SMI003-K04-B04-M00,4,2.8408953779276054,4,0,0.0,0.0,0.0,QG0223-C;QG0292-C;QG0285-C;QG0210-C,0.0990914448324405;0.188673562887094;0.1934129645260346;0.518822027754431
SMI004-K04-B02-M01,4,3.133620091731199,2,1,0.1651777592825047,435.8235,757.958,QG0237-C;QG0211-C;QG0261-C;QG0189-C,0.0546472517010529;0.2249347137656386;0.3052694552394101;0.4151485792938982
SMI005-K04-B03-M03,4,3.0363055336207223,3,3,0.1369834035875776,722.8647083333334,1303.332,QG0248-C;QG0232-C;QG0193-C;QG0274-C,0.0456555717203735;0.2161105668185454;0.3056157724059627;0.4326180890551184
SMI006-K04-B02-M02,4,2.8930444162643774,2,2,0.2661521121248138,370.4152307692308,665.167,QG0249-C;QG0295-C;QG0201-C;QG0277-C,0.0635692873743281;0.1959358245428064;0.2497103242928156;0.4907845637900498
SMI007-K04-B01-M01,4,2.1563910476130554,1,1,0.3333333333333334,363.9326896551725,683.172,QG0235-C;QG0249-C;QG0260-C;QG0190-C,0.0463981522121017;0.0510404528414194;0.2905459328688972;0.6120154620775817
SMI008-K04-B03-M03,4,3.2201201350270034,3,3,0.1483683638101071,647.9531724137931,1056.303,QG0255-C;QG0194-C;QG0213-C;QG0221-C,0.1272907323310352;0.20731789413495;0.2102396941813207;0.455151679352694
SMI009-K04-B03-M01,4,2.688772850470776,3,1,0.0684284677626379,456.1246315789474,696.592,QG0208-C;QG0259-C;QG0276-C;QG0292-C,0.0761177078066128;0.0982762942474008;0.3243380085426801;0.5012679894033062
SMI010-K04-B04-M00,4,3.4651551702348016,4,0,0.0,0.0,0.0,QG0258-C;QG0218-C;QG0233-C;QG0239-C,0.1100026797977111;0.2088282780626111;0.3195857858160196;0.3615832563236582
SMI011-K04-B01-M02,4,2.239483961655341,1,2,0.5514097687130726,394.5495028248587,708.38,QG0234-C;QG0265-C;QG0298-C;QG0197-C,0.0280041136260185;0.0294131966161832;0.4532495773854713;0.4893331123723269
SMI012-K04-B04-M00,4,3.017285549686925,4,0,0.0,0.0,0.0,QG0281-C;QG0198-C;QG0260-C;QG0238-C,0.0637434795906773;0.1907519681479157;0.2918645256822595;0.4536400265791473
SMI013-K04-B02-M01,4,2.1165310906881163,2,1,0.1301913730163061,343.5115,795.918,QG0295-C;QG0253-C;QG0202-C;QG0243-C,0.0139450252615163;0.0219479136762195;0.4227078474537223;0.5413992136085418
SMI014-K04-B04-M00,4,2.349632895319683,4,0,0.0,0.0,0.0,QG0290-C;QG0187-C;QG0289-C;QG0210-C,0.0115689042276906;0.0715491499435811;0.4563163613700177;0.4605655844587104
SMI015-K04-B04-M00,4,3.2708827033198067,4,0,0.0,0.0,0.0,QG0241-C;QG0212-C;QG0208-C;QG0296-C,0.0977681142946702;0.1832578739293197;0.314077744261842;0.4048962675141679
SMI016-K04-B02-M02,4,1.6302466245732194,2,2,0.2177506835923682,492.4609642857143,1011.401,QG0266-C;QG0257-C;QG0243-C;QG0182-C,0.031846816540168;0.0827651745393466;0.1159036547221137;0.7694843541983716
SMI017-K04-B02-M03,4,2.717767517908394,2,3,0.3206140588584273,356.1869649122807,634.455,QG0271-C;QG0251-C;QG0206-C;QG0239-C,0.0542367873120806;0.1716485563816003;0.2530471566222764;0.5210674996840425
SMI018-K04-B02-M03,4,3.595906089539373,2,3,0.3823853179367765,569.7477176470588,863.021,QG0185-C;QG0279-C;QG0284-C;QG0188-C,0.140355408555897;0.2004340644658482;0.3079106648746703;0.3512998621035843
SMI019-K04-B03-M03,4,2.136284997522463,3,3,0.1355390920463251,520.1767575757575,752.782,QG0266-C;QG0228-C;QG0230-C;QG0255-C,0.0042507634721955;0.0291221312517703;0.478205263796062;0.4884218414799721
SMI020-K04-B02-M03,4,3.093063894150062,2,3,0.3012975842697197,748.2139215686275,1281.202,QG0224-C;QG0286-C;QG0213-C;QG0256-C,0.0704379085589366;0.2005491116140878;0.2857898608908411;0.4432231189361346
SMI021-K04-B04-M00,4,1.5523491624165,4,0,0.0,0.0,0.0,QG0208-C;QG0252-C;QG0271-C;QG0210-C,0.0500240006211243;0.0667483650286592;0.0900589146517755;0.7931687196984408
SMI022-K04-B03-M02,4,1.7470044161260818,3,2,0.1049038245799147,474.4971428571429,1036.057,QG0260-C;QG0233-C;QG0293-C;QG0201-C,0.0101389510378574;0.0226699786310347;0.2554920619647868;0.7116990083663209
SMI023-K04-B04-M00,4,2.3896710848093,4,0,0.0,0.0,0.0,QG0295-C;QG0287-C;QG0211-C;QG0270-C,0.0416765330970097;0.0682238438381819;0.3557818548483428;0.5343177682164654
SMI024-K04-B04-M00,4,3.2184607902018665,4,0,0.0,0.0,0.0,QG0292-C;QG0237-C;QG0197-C;QG0297-C,0.0649596375791828;0.23999782039482;0.2869128834183173;0.40812965860768
SMI025-K04-B04-M00,4,2.1213216509934787,4,0,0.0,0.0,0.0,QG0293-C;QG0244-C;QG0183-C;QG0243-C,0.0542152582228667;0.1217602704555961;0.1731281550940668;0.6508963162274702
SMI026-K04-B03-M02,4,1.4455127561324026,3,2,0.1192507525706408,520.7909655172415,906.647,QG0286-C;QG0204-C;QG0264-C;QG0196-C,0.0045894081506638;0.0510831148757914;0.1233885239830213;0.8209389529905233
SMI027-K04-B01-M02,4,3.7636032513194353,1,2,0.4284078961930058,330.8368902439024,646.958,QG0293-C;QG0210-C;QG0195-C;QG0230-C,0.1778551471118503;0.197926218142814;0.3061457794108027;0.3180728553345328
SMI028-K04-B02-M03,4,2.243505979205408,2,3,0.3944291012004746,537.1385376344086,1138.752,QG0183-C;QG0241-C;QG0293-C;QG0274-C,0.0164868930690074;0.1205785844043133;0.2603066359335629;0.6026278865931163
SMI029-K04-B01-M02,4,2.8403912399884748,1,2,0.4289769274626507,388.06655,708.424,QG0216-C;QG0246-C;QG0215-C;QG0243-C,0.0499232504858622;0.137441459469465;0.3906072588807015;0.4220280311639713
SMI030-K04-B01-M03,4,3.221646571708787,1,3,0.8219325576941348,717.9075034482759,1104.871,QG0263-C;QG0223-C;QG0253-C;QG0229-C,0.0709308344957463;0.2035027297348156;0.3436467344507565;0.3819197013186814
SMI031-K04-B03-M01,4,3.0448829274148683,3,1,0.0574966748935258,455.117,1534.418,QG0190-C;QG0280-C;QG0188-C;QG0183-C,0.0308099761848249;0.22749909212642;0.3526514936278126;0.3890394380609424
SMI032-K04-B02-M02,4,3.1172362310146955,2,2,0.2823251009154656,430.7960481927712,761.417,QG0266-C;QG0260-C;QG0255-C;QG0207-C,0.0387462731479091;0.2571826121398612;0.3005828944761677;0.4034882202360619
SMI033-K04-B02-M02,4,2.633741286782477,2,2,0.1666666666666667,449.108425531915,1037.278,QG0294-C;QG0290-C;QG0278-C;QG0233-C,0.0690745800577416;0.1237749704053788;0.2734780504316739;0.5336723991052057
SMI034-K04-B02-M02,4,2.347633899641305,2,2,0.2161751822618203,488.8978392857143,789.565,QG0229-C;QG0266-C;QG0192-C;QG0238-C,0.0600936943528618;0.1582465045041173;0.1765735548229657;0.6050862463200551
SMI035-K04-B04-M00,4,2.90245799002878,4,0,0.0,0.0,0.0,QG0247-C;QG0223-C;QG0290-C;QG0254-C,0.0279335755157411;0.2317893808867317;0.2806289931770201;0.459648050420507
SMI036-K04-B03-M02,4,2.3414908864927417,3,2,0.121031175273538,806.7592631578948,1281.202,QG0196-C;QG0236-C;QG0197-C;QG0218-C,0.015634041642522;0.0650343652237772;0.4565721308340219;0.4627594622996788
SMI037-K04-B01-M03,4,3.458174401951717,1,3,0.7691055918386324,507.3235833333333,815.499,QG0224-C;QG0245-C;QG0247-C;QG0240-C,0.1570947443233281;0.1827075246147095;0.2489243765516496;0.4112733545103127
SMI038-K04-B04-M00,4,2.5631766908228486,4,0,0.0,0.0,0.0,QG0204-C;QG0234-C;QG0226-C;QG0254-C,0.0133694569224411;0.1678324457232055;0.2941184304807004;0.5246796668736526
SMI039-K04-B04-M00,4,2.886193748165526,4,0,0.0,0.0,0.0,QG0233-C;QG0229-C;QG0247-C;QG0254-C,0.0873623984033719;0.1640240433571715;0.2483506738078066;0.5002628844316498
